종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
136150,원일티엔아이,KOSDAQ,기계·장비,25000,-150,-0.6,2.09526E+11
382840,원준,KOSDAQ,기계·장비,9890,0,0,1.51036E+11
336570,원텍,KOSDAQ,의료·정밀기기,12740,290,2.33,1.1462E+12
376980,원티드랩,KOSDAQ,IT 서비스,4350,-75,-1.69,42483813900
8370,원풍,KOSDAQ,화학,4630,0,0,55560000000
8290,원풍물산,KOSDAQ,섬유·의류,493,5,1.02,20061983747
101160,월덱스,KOSDAQ,전기·전자,24600,300,1.23,4.0617E+11
336060,웨이버스,KOSDAQ,IT 서비스,1200,0,0,57786240000
95270,웨이브일렉트로,KOSDAQ,의료·정밀기기,4660,-15,-0.32,69766052960
289930,웨이비스,KOSDAQ,전기·전자,9010,-90,-0.99,1.12802E+11
65950,웰크론,KOSDAQ,섬유·의류,2150,50,2.38,60697299300
76080,웰크론한텍,KOSDAQ,건설,1608,-2,-0.12,36331402848
43590,웰킵스하이텍,KOSDAQ,전기·전자,666,-5,-0.75,18073083492
196700,웹스,KOSDAQ,화학,1291,-49,-3.66,18544109904
69080,웹젠,KOSDAQ,IT 서비스,14490,-350,-2.36,5.01367E+11
53580,웹케시,KOSDAQ,IT 서비스,14400,-120,-0.83,1.96362E+11
479960,위너스,KOSDAQ,전기·전자,13420,-100,-0.74,91940420000
377460,위니아에이드,KOSDAQ,일반서비스,4080,0,0,57347202960
44340,위닉스,KOSDAQ,전기·전자,6590,50,0.76,1.17786E+11
330350,위더스제약,KOSDAQ,제약,7390,-60,-0.81,97563807210
348350,위드텍,KOSDAQ,의료·정밀기기,9880,-130,-1.3,1.00614E+11
112040,위메이드,KOSDAQ,IT 서비스,31450,-600,-1.87,1.06768E+12
101730,위메이드맥스,KOSDAQ,IT 서비스,7830,-180,-2.25,6.5618E+11
123420,위메이드플레이,KOSDAQ,IT 서비스,10630,-200,-1.85,1.21924E+11
65370,위세아이텍,KOSDAQ,IT 서비스,7290,-170,-2.28,53829024660
38620,위즈코프,KOSDAQ,유통,604,-1,-0.17,45740596860
299900,위지윅스튜디오,KOSDAQ,오락·문화,881,-5,-0.56,1.50694E+11
36090,위지트,KOSDAQ,기계·장비,712,7,0.99,84295306208
459100,위츠,KOSDAQ,전기·전자,7020,50,0.72,88255440000
136540,윈스테크넷,KOSDAQ,IT 서비스,12700,130,1.03,1.55953E+11
97800,윈팩,KOSDAQ,전기·전자,500,53,11.86,58225114500
192390,윈하이텍,KOSDAQ,금속,2795,30,1.08,30835080055
335870,윙스풋,KOSDAQ,유통,1802,3,0.17,30184352346
900340,윙입푸드,KOSDAQ,금융,1167,9,0.78,58736192976
36200,유니셈,KOSDAQ,기계·장비,7690,800,11.61,2.35808E+11
18000,유니슨,KOSDAQ,기계·장비,1196,31,2.66,2.04171E+11
203450,유니온바이오메트릭스,KOSDAQ,전기·전자,3270,25,0.77,46038352890
11320,유니크,KOSDAQ,운송장비·부품,3840,-35,-0.9,74191468800
86390,유니테스트,KOSDAQ,기계·장비,12750,410,3.32,2.6946E+11
241690,유니테크노,KOSDAQ,운송장비·부품,3145,40,1.29,76960370370
142210,유니트론텍,KOSDAQ,유통,6120,20,0.33,1.17786E+11
389680,유디엠텍,KOSDAQ,IT 서비스,576,-8,-1.37,23957259840
88340,유라클,KOSDAQ,IT 서비스,17720,-170,-0.95,77224964960
48430,유라테크,KOSDAQ,전기·전자,8580,40,0.47,98841600000
206650,유바이오로직스,KOSDAQ,제약,12920,100,0.78,4.73185E+11
89850,유비벨록스,KOSDAQ,IT 서비스,6090,30,0.5,89706911910
84440,유비온,KOSDAQ,IT 서비스,1177,1,0.09,23201965600
32620,유비케어,KOSDAQ,IT 서비스,4050,-5,-0.12,2.11398E+11
264450,유비쿼스,KOSDAQ,전기·전자,8870,90,1.03,1.32326E+11
78070,유비쿼스홀딩스,KOSDAQ,금융,10020,-100,-0.99,1.764E+11
24800,유성티엔에스,KOSDAQ,운송·창고,2735,-60,-2.15,1.01337E+11
54930,유신,KOSDAQ,일반서비스,24700,950,4,74100000000
69330,유아이디,KOSDAQ,전기·전자,1140,2,0.18,16177843740
49520,유아이엘,KOSDAQ,전기·전자,3435,30,0.88,1.1077E+11
444920,유안타제11호스팩,KOSDAQ,금융,2045,0,0,10715800000
446150,유안타제12호스팩,KOSDAQ,금융,2305,0,0,10994850000
449020,유안타제13호스팩,KOSDAQ,금융,2100,10,0.48,20433000000
450940,유안타제14호스팩,KOSDAQ,금융,2060,-5,-0.24,9352400000
473050,유안타제15호스팩,KOSDAQ,금융,2015,0,0,14125150000
474490,유안타제16호스팩,KOSDAQ,금융,2010,0,0,11075100000
493790,유안타제17호스팩,KOSDAQ,금융,1995,-2,-0.1,10593450000
263770,유에스티,KOSDAQ,금속,2315,50,2.21,54865898180
388720,유일로보틱스,KOSDAQ,기계·장비,70500,800,1.15,8.09553E+11
340930,유일에너테크,KOSDAQ,기계·장비,1775,-6,-0.34,60712898750
23410,유진기업,KOSDAQ,비금속,3515,-20,-0.57,2.71748E+11
56080,유진로봇,KOSDAQ,기계·장비,10490,190,1.84,3.93502E+11
468760,유진스팩10호,KOSDAQ,금융,2115,-15,-0.7,8967600000
488060,유진스팩11호,KOSDAQ,금융,2035,10,0.49,9605200000
84370,유진테크,KOSDAQ,기계·장비,43950,1650,3.9,1.00716E+12
240600,유진테크놀로지,KOSDAQ,금속,4880,-260,-5.06,33809376880
221800,유투바이오,KOSDAQ,일반서비스,3150,55,1.78,35554667400
179900,유티아이,KOSDAQ,전기·전자,22800,550,2.47,4.37821E+11
263050,유틸렉스,KOSDAQ,제약,1812,81,4.68,66744759072
191410,육일씨엔에쓰,KOSDAQ,전기·전자,1690,-2,-0.12,18935190950
372170,윤성에프앤씨,KOSDAQ,기계·장비,32850,-350,-1.05,2.62112E+11
146060,율촌,KOSDAQ,금속,1380,11,0.8,33141521100
72770,율호,KOSDAQ,IT 서비스,563,3,0.54,40490667240
39020,이건홀딩스,KOSDAQ,종이·목재,4900,-55,-1.11,1.10665E+11
67920,이글루,KOSDAQ,IT 서비스,5560,10,0.18,61138421640
44960,이글벳,KOSDAQ,유통,4325,10,0.23,54676143975
303530,이노뎁,KOSDAQ,IT 서비스,6390,10,0.16,46898120610
296640,이노룰스,KOSDAQ,IT 서비스,6570,-30,-0.45,34021115640
302430,이노메트리,KOSDAQ,기계·장비,7950,-50,-0.63,78174003600
462350,이노스페이스,KOSDAQ,운송장비·부품,15730,-110,-0.69,1.48125E+11
274400,이노시뮬레이션,KOSDAQ,IT 서비스,4745,-25,-0.52,43115409285
73490,이노와이어리스,KOSDAQ,전기·전자,20200,270,1.35,1.53598E+11
215790,이노인스트루먼트,KOSDAQ,전기·전자,461,6,1.32,18570531689
344860,이노진,KOSDAQ,화학,1890,-10,-0.53,22736700000
88390,이녹스,KOSDAQ,운송장비·부품,11480,210,1.86,1.07749E+11
272290,이녹스첨단소재,KOSDAQ,전기·전자,24550,50,0.2,4.96589E+11
53350,이니텍,KOSDAQ,IT 서비스,9190,210,2.34,1.81879E+11
452400,이닉스,KOSDAQ,운송장비·부품,13010,1010,8.42,1.18019E+11
264850,이랜시스,KOSDAQ,전기·전자,4595,15,0.33,1.39204E+11
54210,이랜텍,KOSDAQ,전기·전자,8310,-190,-2.24,2.1017E+11
9730,이렘,KOSDAQ,금속,1067,119,12.55,65024004320
65440,이루온,KOSDAQ,IT 서비스,1712,-5,-0.29,46694834240
424870,이뮨온시아,KOSDAQ,일반서비스,5080,-130,-2.5,3.75443E+11
115610,이미지스,KOSDAQ,전기·전자,1046,-3,-0.29,18135064748
478110,이베스트스팩6호,KOSDAQ,금융,2010,0,0,10090200000
131400,이브이첨단소재,KOSDAQ,전기·전자,2240,0,0,1.33481E+11
351330,이삭엔지니어링,KOSDAQ,IT 서비스,6690,20,0.3,55450198800
80010,이상네트웍스,KOSDAQ,유통,5910,30,0.51,58125269610
86890,이수앱지스,KOSDAQ,제약,5330,80,1.52,2.10529E+11
47560,이스트소프트,KOSDAQ,IT 서비스,20050,-450,-2.2,2.34088E+11
900110,이스트아시아홀딩스,KOSDAQ,금융,81,1,1.25,52054697628
239340,이스트에이드,KOSDAQ,IT 서비스,2270,-20,-0.87,61243769180
67010,이씨에스,KOSDAQ,IT 서비스,2745,-5,-0.18,33747030000
456070,이엔셀,KOSDAQ,제약,11210,-370,-3.2,1.22209E+11
102710,이엔에프테크놀로지,KOSDAQ,화학,41700,300,0.72,5.95803E+11
41520,이엘씨,KOSDAQ,의료·정밀기기,8010,170,2.17,97631727300
63760,이엘피,KOSDAQ,의료·정밀기기,2035,-30,-1.45,18976639550
123570,이엠넷,KOSDAQ,일반서비스,2400,15,0.63,53462587200
83470,이엠앤아이,KOSDAQ,화학,897,-9,-0.99,19142275113
95190,이엠코리아,KOSDAQ,금속,2105,25,1.2,1.37373E+11
91120,이엠텍,KOSDAQ,전기·전자,10430,-150,-1.42,1.78697E+11
39030,이오테크닉스,KOSDAQ,기계·장비,235000,3000,1.29,2.89509E+12
294090,이오플로우,KOSDAQ,의료·정밀기기,1490,0,0,52267866450
88290,이원컴포텍,KOSDAQ,운송장비·부품,1054,-1,-0.09,42033903656
353810,이지바이오,KOSDAQ,음식료·담배,5470,-120,-2.15,1.80958E+11
99750,이지케어텍,KOSDAQ,IT 서비스,18000,110,0.61,1.23026E+11
377330,이지트로닉스,KOSDAQ,전기·전자,4400,60,1.38,35815797600
35810,이지홀딩스,KOSDAQ,음식료·담배,3765,-25,-0.66,2.42903E+11
92130,이크레더블,KOSDAQ,IT 서비스,16950,160,0.95,2.04139E+11
96040,이트론,KOSDAQ,유통,271,0,0,2.45562E+11
134060,이퓨쳐,KOSDAQ,오락·문화,4400,50,1.15,20984700000
1840,이화공영,KOSDAQ,건설,1616,0,0,36010355776
24810,이화전기,KOSDAQ,전기·전자,899,0,0,1.96835E+11
41830,인바디,KOSDAQ,의료·정밀기기,28500,150,0.53,3.84205E+11
352940,인바이오,KOSDAQ,화학,2390,-60,-2.45,25973874700
79950,인베니아,KOSDAQ,기계·장비,634,3,0.48,14708800000
389470,인벤티지랩,KOSDAQ,일반서비스,31200,-950,-2.95,3.34762E+11
277410,인산가,KOSDAQ,음식료·담배,1334,7,0.53,51240947670
60150,인선이엔티,KOSDAQ,일반서비스,5130,-20,-0.39,2.38871E+11
33230,인성정보,KOSDAQ,IT 서비스,2170,-15,-0.69,1.09618E+11
450520,인스웨이브,KOSDAQ,IT 서비스,3915,35,0.9,57568422870
465480,인스피언,KOSDAQ,IT 서비스,6200,-120,-1.9,62854186400
37330,인지디스플레,KOSDAQ,전기·전자,1318,4,0.3,57840725232
100030,인지소프트,KOSDAQ,IT 서비스,18980,170,0.9,62324891720
211050,인카금융서비스,KOSDAQ,금융,12270,-140,-1.13,6.3043E+11
83640,인콘,KOSDAQ,유통,339,6,1.8,26347198989
64090,인크레더블버즈,KOSDAQ,유통,2210,-45,-2,1.09931E+11
216050,인크로스,KOSDAQ,일반서비스,7980,-50,-0.62,1.02489E+11
49070,인탑스,KOSDAQ,전기·전자,16210,110,0.68,2.78812E+11
119610,인터로조,KOSDAQ,의료·정밀기기,19020,-160,-0.83,2.34874E+11
17250,인터엠,KOSDAQ,전기·전자,1019,7,0.69,21445330873
51370,인터플렉스,KOSDAQ,전기·전자,9100,230,2.59,2.1228E+11
64290,인텍플러스,KOSDAQ,기계·장비,9520,310,3.37,1.22465E+11
189300,인텔리안테크,KOSDAQ,전기·전자,50500,-100,-0.2,5.42033E+11
287840,인투셀,KOSDAQ,일반서비스,25200,650,2.65,3.7416E+11
150840,인트로메딕,KOSDAQ,의료·정밀기기,5850,0,0,2.51538E+11
48530,인트론바이오,KOSDAQ,제약,4075,15,0.37,1.39164E+11
115310,인포바인,KOSDAQ,통신,75900,0,0,2.4234E+11
39290,인포뱅크,KOSDAQ,IT 서비스,6100,10,0.16,53033265800
71200,인피니트헬스케어,KOSDAQ,IT 서비스,7110,-20,-0.28,1.73459E+11
101930,인화정공,KOSDAQ,운송장비·부품,49100,850,1.76,4.53335E+11
333430,일승,KOSDAQ,운송장비·부품,5240,90,1.75,1.61008E+11
68330,일신바이오,KOSDAQ,기계·장비,1683,-6,-0.36,74415763620
178780,일월지엠엘,KOSDAQ,유통,2710,35,1.31,48154518450
19540,일지테크,KOSDAQ,운송장비·부품,4185,15,0.36,56553997500
94820,일진파워,KOSDAQ,건설,10360,-20,-0.19,1.56215E+11
950140,잉글우드랩,KOSDAQ,화학,15160,460,3.13,3.01197E+11
49550,잉크테크,KOSDAQ,화학,3225,0,0,63230243325
389020,자람테크놀로지,KOSDAQ,전기·전자,40350,0,0,2.50078E+11
254120,자비스,KOSDAQ,기계·장비,1461,-4,-0.27,44931988470
43910,자연과환경,KOSDAQ,비금속,735,9,1.24,83342720895
234920,자이글,KOSDAQ,전기·전자,5680,-120,-2.07,76855568800
289220,자이언트스텝,KOSDAQ,오락·문화,6590,-60,-0.9,1.47038E+11
174880,장원테크,KOSDAQ,전기·전자,2650,0,0,11610352250
49630,재영솔루텍,KOSDAQ,의료·정밀기기,890,36,4.22,80714891210
417840,저스템,KOSDAQ,기계·장비,11670,720,6.58,84756292500
110020,전진바이오팜,KOSDAQ,화학,3370,-75,-2.18,30528027940
208140,정다운,KOSDAQ,음식료·담배,2695,5,0.19,88084042970
40420,정상제이엘에스,KOSDAQ,일반서비스,6440,10,0.16,1.00963E+11
45510,정원엔시스,KOSDAQ,유통,940,-5,-0.53,30276734480
217190,제너셈,KOSDAQ,기계·장비,7560,170,2.3,66294955440
95700,제넥신,KOSDAQ,일반서비스,4985,80,1.63,2.27019E+11
122310,제노레이,KOSDAQ,의료·정밀기기,5600,40,0.72,81501526400
361390,제노코,KOSDAQ,전기·전자,17260,-380,-2.15,1.51902E+11
225220,제놀루션,KOSDAQ,제약,2170,0,0,41642345570
123330,제닉,KOSDAQ,화학,39650,1250,3.26,3.15958E+11
381620,제닉스로보틱스,KOSDAQ,기계·장비,7380,0,0,96810249600
159580,제로투세븐,KOSDAQ,유통,4670,-45,-0.95,93552410120
147830,제룡산업,KOSDAQ,금속,6800,80,1.19,1.36E+11
33100,제룡전기,KOSDAQ,전기·전자,40100,-250,-0.62,6.44103E+11
79370,제우스,KOSDAQ,기계·장비,12220,140,1.16,3.79028E+11
54950,제이브이엠,KOSDAQ,기계·장비,28000,-300,-1.06,3.38517E+11
23440,제이스코홀딩스,KOSDAQ,금속,1550,-104,-6.29,1.29997E+11
90470,제이스텍,KOSDAQ,기계·장비,3815,70,1.87,66673206110
137950,제이씨케미칼,KOSDAQ,화학,3910,35,0.9,87067152740
33320,제이씨현시스템,KOSDAQ,유통,5350,50,0.94,1.02262E+11
417500,제이아이테크,KOSDAQ,화학,3320,60,1.84,1.08845E+11
204270,제이앤티씨,KOSDAQ,전기·전자,18570,750,4.21,1.07425E+12
127120,제이에스링크,KOSDAQ,일반서비스,15210,30,0.2,4.12109E+11
26040,제이에스티나,KOSDAQ,기타제조,4440,45,1.02,73276827600
452160,제이엔비,KOSDAQ,기계·장비,7330,-200,-2.66,70496472910
126880,제이엔케이글로벌,KOSDAQ,기계·장비,4415,65,1.49,1.0245E+11
322510,제이엘케이,KOSDAQ,IT 서비스,5930,-70,-1.17,1.51386E+11
33050,제이엠아이,KOSDAQ,화학,893,19,2.17,29093352406
94970,제이엠티,KOSDAQ,전기·전자,2510,-25,-0.99,42038082400
418550,제이오,KOSDAQ,일반서비스,9190,220,2.45,2.94242E+11
420570,제이투케이바이오,KOSDAQ,화학,9960,-10,-0.1,58240930680
89790,제이티,KOSDAQ,기계·장비,4115,25,0.61,42448335995
52670,제일바이오,KOSDAQ,제약,2080,0,0,60588453120
412540,제일엠앤에스,KOSDAQ,기계·장비,3935,0,0,81063616775
199820,제일일렉트릭,KOSDAQ,전기·전자,11440,-250,-2.14,2.54197E+11
38010,제일테크노스,KOSDAQ,금속,6520,-30,-0.46,58680000000
80220,제주반도체,KOSDAQ,전기·전자,14820,120,0.82,5.10443E+11
216080,제테마,KOSDAQ,제약,6700,50,0.75,2.40252E+11
337930,젝시믹스,KOSDAQ,IT 서비스,6010,-10,-0.17,1.79591E+11
229000,젠큐릭스,KOSDAQ,제약,1671,49,3.02,26932887246
82270,젬백스,KOSDAQ,기계·장비,55800,600,1.09,2.35947E+12
44060,조광ILI,KOSDAQ,기계·장비,732,0,0,70075958688
34940,조아제약,KOSDAQ,제약,1057,2,0.19,32745677139
67000,조이시티,KOSDAQ,IT 서비스,1932,-2,-0.1,1.35053E+11
33340,좋은사람들,KOSDAQ,섬유·의류,2195,231,11.76,2.12806E+11
36930,주성엔지니어링,KOSDAQ,기계·장비,27950,500,1.82,1.32115E+12
72020,중앙백신,KOSDAQ,제약,9920,40,0.4,95814175040
440,중앙에너비스,KOSDAQ,유통,15300,150,0.99,95275089000
51980,중앙첨단소재,KOSDAQ,전기·전자,3000,-30,-0.99,3.05407E+11
228760,지노믹트리,KOSDAQ,일반서비스,15170,100,0.66,3.69794E+11
314130,지놈앤컴퍼니,KOSDAQ,제약,2615,-45,-1.69,81288621725
389030,지니너스,KOSDAQ,일반서비스,1691,-11,-0.65,56397969895
263860,지니언스,KOSDAQ,IT 서비스,19330,160,0.83,1.75509E+11
303030,지니틱스,KOSDAQ,전기·전자,1000,17,1.73,37073689000
36180,지더블유바이텍,KOSDAQ,유통,577,0,0,53929030348
208350,지란지교시큐리티,KOSDAQ,IT 서비스,2800,-5,-0.18,24747937200
144510,지씨셀,KOSDAQ,일반서비스,19990,180,0.91,3.15849E+11
340450,지씨지놈,KOSDAQ,일반서비스,8070,0,0,1.90862E+11
358570,지아이이노베이션,KOSDAQ,일반서비스,18790,460,2.51,1.16129E+12
382480,지아이텍,KOSDAQ,기계·장비,2140,0,0,84224279600
382800,지앤비에스 에코,KOSDAQ,기계·장비,3470,0,0,1.10454E+11
51160,지어소프트,KOSDAQ,IT 서비스,9960,-60,-0.6,1.54125E+11
53050,지에스이,KOSDAQ,전기·가스·수도,2800,-5,-0.18,83965271600
388610,지에프씨생명과학,KOSDAQ,화학,21400,2980,16.18,1.1183E+11
119850,지엔씨에너지,KOSDAQ,전기·전자,34850,1350,4.03,5.73244E+11
65060,지엔코,KOSDAQ,섬유·의류,892,-4,-0.45,21230317168
204840,지엘팜텍,KOSDAQ,유통,1209,3,0.25,93353184054
311320,지오엘리먼트,KOSDAQ,전기·전자,6770,300,4.64,85400571200
388050,지투파워,KOSDAQ,전기·전자,9250,-20,-0.22,1.73062E+11
18120,진로발효,KOSDAQ,음식료·담배,19220,-40,-0.21,1.27258E+11
109820,진매트릭스,KOSDAQ,일반서비스,2640,45,1.73,53839209600
86060,진바이오텍,KOSDAQ,유통,4455,95,2.18,38360165085
36890,진성티이씨,KOSDAQ,기계·장비,12550,130,1.05,2.82152E+11
363250,진시스템,KOSDAQ,의료·정밀기기,5510,-150,-2.65,38805816980
7370,진양제약,KOSDAQ,제약,6060,20,0.33,80348085600
285800,진영,KOSDAQ,화학,2160,-5,-0.23,37750903200
85660,차바이오텍,KOSDAQ,제약,10830,-240,-2.17,8.27696E+11
261780,차백신연구소,KOSDAQ,일반서비스,2865,0,0,76968929790
351870,차이커뮤니케이션,KOSDAQ,일반서비스,7050,20,0.28,78682526100
94850,참좋은여행,KOSDAQ,일반서비스,7160,-20,-0.28,1.0024E+11
4650,창해에탄올,KOSDAQ,음식료·담배,10600,130,1.24,97423381000
278280,천보,KOSDAQ,화학,45850,50,0.11,4.585E+11
362320,청담글로벌,KOSDAQ,유통,9690,-340,-3.39,2.03987E+11
66360,체리부로,KOSDAQ,음식료·담배,787,-2,-0.25,37738235805
47820,초록뱀미디어,KOSDAQ,오락·문화,5050,-50,-0.98,1.23492E+11
94360,칩스앤미디어,KOSDAQ,전기·전자,16730,40,0.24,3.54714E+11
16920,카스,KOSDAQ,유통,1265,10,0.8,33514325570
284620,카이노스메드,KOSDAQ,일반서비스,986,-4,-0.4,32623735658
293490,카카오게임즈,KOSDAQ,IT 서비스,16670,-60,-0.36,1.38138E+12
140430,카티스,KOSDAQ,IT 서비스,2370,-60,-2.47,45272259030
42000,카페24,KOSDAQ,IT 서비스,40700,-4600,-10.15,9.87099E+11
313760,캐리,KOSDAQ,전기·전자,3250,20,0.62,36423354500
317530,캐리소프트,KOSDAQ,오락·문화,4890,50,1.03,49092930060
71850,캐스텍코리아,KOSDAQ,운송장비·부품,1739,-31,-1.75,42189771182
198080,캐프,KOSDAQ,전기·전자,2480,-35,-1.39,53407258800
210120,캔버스엔,KOSDAQ,오락·문화,1379,-44,-3.09,32520412295
50110,캠시스,KOSDAQ,전기·전자,951,13,1.39,70206736218
452300,캡스톤파트너스,KOSDAQ,금융,3260,-40,-1.21,45968461300
451760,컨텍,KOSDAQ,IT 서비스,9190,-180,-1.92,1.40168E+11
900310,컬러레이,KOSDAQ,금융,734,-1,-0.14,47006589450
78340,컴투스,KOSDAQ,IT 서비스,39150,-200,-0.51,4.98683E+11
63080,컴투스홀딩스,KOSDAQ,IT 서비스,23250,0,0,1.53338E+11
307930,컴퍼니케이,KOSDAQ,금융,6570,-50,-0.76,1.02558E+11
79190,케스피온,KOSDAQ,전기·전자,479,-4,-0.83,18372291206
263700,케어랩스,KOSDAQ,일반서비스,4580,55,1.22,88917036000
214370,케어젠,KOSDAQ,제약,47850,-550,-1.14,2.57026E+12
221980,케이디켐,KOSDAQ,화학,11420,-20,-0.17,46077416000
38530,케이바이오,KOSDAQ,유통,287,-15,-4.97,33210017589
192250,케이사인,KOSDAQ,IT 서비스,11220,20,0.18,79293142500
431190,케이쓰리아이,KOSDAQ,IT 서비스,4875,-25,-0.51,36496404750
115500,케이씨에스,KOSDAQ,IT 서비스,8960,-20,-0.22,1.0752E+11
89150,케이씨티,KOSDAQ,IT 서비스,3590,-35,-0.97,61568500000
25880,케이씨피드,KOSDAQ,음식료·담배,2715,-20,-0.73,45383554470
93320,케이아이엔엑스,KOSDAQ,IT 서비스,80400,-2500,-3.02,3.92352E+11
93640,케이알엠,KOSDAQ,전기·전자,4865,165,3.51,1.58715E+11
73010,케이에스피,KOSDAQ,기계·장비,5550,565,11.33,2.23061E+11
105330,케이엔더블유,KOSDAQ,운송장비·부품,4705,65,1.4,75562431740
53080,케이엔솔,KOSDAQ,기계·장비,12240,130,1.07,1.59118E+11
199430,케이엔알시스템,KOSDAQ,의료·정밀기기,10950,-210,-1.88,1.19056E+11
432470,케이엔에스,KOSDAQ,기계·장비,10920,20,0.18,95785391520
272110,케이엔제이,KOSDAQ,전기·전자,18350,80,0.44,1.47266E+11
39420,케이엘넷,KOSDAQ,통신,2955,-40,-1.34,71377227150
83550,케이엠,KOSDAQ,섬유·의류,3125,15,0.48,40471521875
32500,케이엠더블유,KOSDAQ,전기·전자,12780,-240,-1.84,5.14294E+11
225430,케이엠제약,KOSDAQ,화학,613,-8,-1.29,17094761650
102370,케이옥션,KOSDAQ,유통,5050,-20,-0.39,1.37508E+11
68100,케이웨더,KOSDAQ,기계·장비,3210,-70,-2.13,31906160940
106080,케이이엠텍,KOSDAQ,전기·전자,1905,-25,-1.3,47883060825
455180,케이지에이,KOSDAQ,기계·장비,5400,-10,-0.18,65308528800
36030,케이티알파,KOSDAQ,유통,4970,5,0.1,2.43626E+11
64820,케이프,KOSDAQ,운송장비·부품,8050,-180,-2.19,2.48759E+11
24880,케이피에프,KOSDAQ,금속,5030,130,2.65,1.04034E+11
42040,케이피엠테크,KOSDAQ,유통,253,1,0.4,49371830222
54410,케이피티유,KOSDAQ,금속,3660,20,0.55,20958785040
258610,케일럼,KOSDAQ,금속,1840,-1,-0.05,49288324720
274090,켄코아에어로스페이스,KOSDAQ,운송장비·부품,11280,-250,-2.17,1.47822E+11
89010,켐트로닉스,KOSDAQ,화학,21800,100,0.46,3.34289E+11
220260,켐트로스,KOSDAQ,화학,4280,-5,-0.12,1.1367E+11
52400,코나아이,KOSDAQ,IT 서비스,52800,-800,-1.49,7.68942E+11
402030,코난테크놀로지,KOSDAQ,IT 서비스,26150,-950,-3.51,2.9999E+11
391710,코닉오토메이션,KOSDAQ,기계·장비,1552,11,0.71,65285013472
46070,코다코,KOSDAQ,운송장비·부품,10280,0,0,1.59197E+11
47770,코데즈컴바인,KOSDAQ,섬유·의류,2000,-60,-2.91,75685204000
80530,코디,KOSDAQ,화학,1429,-43,-2.92,79325040375
104540,코렌텍,KOSDAQ,의료·정밀기기,5950,-30,-0.5,76075153000
27050,코리아나,KOSDAQ,화학,2890,0,0,1.156E+11
190650,코리아에셋투자증권,KOSDAQ,금융,7140,-60,-0.83,45610320000
123410,코리아에프티,KOSDAQ,운송장비·부품,5270,240,4.77,1.46722E+11
36690,코맥스,KOSDAQ,전기·전자,2885,0,0,45885746130
49430,코메론,KOSDAQ,의료·정밀기기,11720,-80,-0.68,1.06043E+11
183300,코미코,KOSDAQ,기계·장비,75000,4800,6.84,7.84551E+11
41960,코미팜,KOSDAQ,제약,5780,360,6.64,4.19488E+11
89890,코세스,KOSDAQ,기계·장비,12060,-130,-1.07,2.00015E+11
360350,코셈,KOSDAQ,의료·정밀기기,9000,60,0.67,51344730000
82660,코스나인,KOSDAQ,화학,480,0,0,47827617120
222040,코스맥스엔비티,KOSDAQ,음식료·담배,4035,-85,-2.06,83233980000
241710,코스메카코리아,KOSDAQ,화학,67700,300,0.45,7.23036E+11
355150,코스텍시스,KOSDAQ,전기·전자,10670,70,0.66,83197724500
166480,코아스템켐온,KOSDAQ,제약,2750,40,1.48,90393534000
45970,코아시아,KOSDAQ,전기·전자,4620,50,1.09,1.21575E+11
196450,코아시아씨엠,KOSDAQ,의료·정밀기기,677,-4,-0.59,30681357014
384470,코어라인소프트,KOSDAQ,IT 서비스,5080,-30,-0.59,91169195360
102940,코오롱생명과학,KOSDAQ,제약,31500,-450,-1.41,3.91337E+11
950160,코오롱티슈진,KOSDAQ,제약,39600,0,0,3.28695E+12
33290,코웰패션,KOSDAQ,유통,2250,10,0.45,1.26352E+11
56360,코위버,KOSDAQ,전기·전자,5480,0,0,53686464000
282880,코윈테크,KOSDAQ,기계·장비,12610,30,0.24,1.44629E+11
121850,코이즈,KOSDAQ,화학,923,34,3.82,28256883525
448710,코츠테크놀로지,KOSDAQ,전기·전자,21600,-1000,-4.42,1.13629E+11
126730,코칩,KOSDAQ,전기·전자,11850,-150,-1.25,1.00766E+11
15710,코콤,KOSDAQ,전기·전자,4095,0,0,71787397500
52330,코텍,KOSDAQ,전기·전자,9440,90,0.96,1.58347E+11
322780,코퍼스코리아,KOSDAQ,오락·문화,1401,-59,-4.04,53143590813
200130,콜마비앤에이치,KOSDAQ,제약,14580,-70,-0.48,4.28879E+11
294570,쿠콘,KOSDAQ,IT 서비스,39850,3250,8.88,4.08649E+11
317690,퀀타매트릭스,KOSDAQ,의료·정밀기기,4235,-175,-3.97,81696559175
227100,퀀텀온,KOSDAQ,부동산,612,0,0,14770119384
432720,퀄리타스반도체,KOSDAQ,전기·전자,14040,70,0.5,1.9786E+11
365270,큐라클,KOSDAQ,일반서비스,4310,35,0.82,60379458050
348080,큐라티스,KOSDAQ,일반서비스,931,61,7.01,68766326384
60280,큐렉소,KOSDAQ,유통,8620,-90,-1.03,3.54196E+11
372320,큐로셀,KOSDAQ,일반서비스,36000,0,0,5.1769E+11
51780,큐로홀딩스,KOSDAQ,유통,785,-17,-2.12,18245162325
115180,큐리언트,KOSDAQ,일반서비스,10300,-70,-0.68,3.58589E+11
445680,큐리옥스바이오시스템즈,KOSDAQ,의료·정밀기기,50200,10050,25.03,8.11363E+11
182360,큐브엔터,KOSDAQ,오락·문화,16970,220,1.31,2.54592E+11
